customer_id,vendor_count,is_chain,product_data_labels
c43521192d,2,4,1
c7accb914c,2,0,1
dcf1d20f94,2,2,1
e0bb61760c,2,1,1
e66f0b22be,1,0,1
e8f254a194,2,2,1
132c810831,4,4,0
13849b6e03,4,3,0
1538f7b7c4,4,3,0
33de975fcd,3,2,1
3d3924809a,2,2,1
4d43db4f0a,5,20,3
556ceec5a1,3,3,0
855a46fffb,2,7,0
871727b522,2,3,1
877118d987,4,5,0
90248ea011,4,7,0
b0badc9945,3,2,1
b4997b8b7b,3,3,0
b4a2205bba,2,7,0
ba0f8da7a7,3,2,1
bd6d24807f,2,1,1
be6ebc3502,3,3,0
da5df2f42a,2,3,1
ddf2954fe7,3,3,0
e2849e256d,4,1,0
ecf3230232,3,3,0
fc612ec0e6,2,3,1
16b3e2a4e1,3,3,0
32a4b982f0,2,2,1
4a23e440a8,2,8,0
4eba9cdc74,3,3,0
62495cfcf7,3,1,1
7b0661a6ba,1,14,0
8eb60414cf,4,5,0
b4813600ca,9,9,3
f22e096e00,4,1,0
5cdc15fd72,4,1,0
6a90345118,2,3,1
7ef988f716,2,1,1
882939e82e,2,1,1
1bc1bb16dc,3,0,1
70d5b70805,2,1,1
79b60c34b3,4,3,0
8fb1875c3f,3,2,1
aedfe8c2c6,1,3,1
2870736dd7,3,0,1
49a4a16171,4,4,0
4dfcdff3c0,7,7,3
52bcc4c9e6,4,5,0
79b6c34da0,9,5,3
90343b441d,3,2,1
a117fa6d34,5,5,0
c6e9b0e409,4,4,0
ce80947a22,2,1,1
dc9704332d,2,1,1
e9e58d251b,7,4,0
f57fa64786,5,4,0
2e17bfa8dd,2,3,1
5191d8235f,3,0,1
5dc1805c15,1,0,1
f404bd0505,2,2,1
04f0d5feb9,5,1,0
10557cc9d7,5,5,0
17dc337ff9,2,5,1
1da3413c66,3,4,0
2a8b7853c2,3,0,1
338b56566b,5,6,0
67a3f4652b,3,1,1
68fb9913f3,2,3,1
75738ab3bd,5,6,0
7dca668201,2,1,1
d1ed66d632,2,2,1
08546b9ea5,5,5,0
155ee1f022,3,3,0
216afd42a8,6,5,0
2ae9e490c3,3,2,1
37a8b01ee1,1,4,1
3e06610c7b,2,0,1
6737e5b530,1,0,1
78873e0937,7,7,3
94d21b409c,2,2,1
a4ea55213e,2,1,1
a924470019,2,0,1
aeddf7e1d7,2,1,1
af45027ea2,2,2,1
b332cbf0d3,2,2,1
d6e5be6382,8,6,3
f6b2ddae5c,3,3,0
5927c73010,5,4,0
5b4680d642,4,3,0
703654d149,4,0,0
d4cd14a210,3,1,1
eddd31843a,5,5,0
0eaf6fb609,6,3,0
4dfcf12da4,3,3,0
58b53ace3f,3,2,1
8cb56ca6c6,5,2,0
9ada9bbeb0,4,4,0
aede6a3935,2,0,1
b570477f78,2,2,1
f1ec473259,2,2,1
fbd5b7a1c5,3,4,0
0d0ccdfe0d,3,3,0
2f952865bc,5,5,0
9189cdd26a,1,4,1
1773b02b8f,5,6,0
504501dfda,9,9,3
54b6adfe7f,5,3,0
59bcf6c957,6,10,3
6ae94a2ac1,3,3,0
7f21482213,2,2,1
9a57a814e2,4,1,0
d69c5efca4,5,3,0
e5e0f5bace,2,5,1
1a9c23de1e,4,2,0
404ed03479,1,3,1
5dbb165a58,4,3,0
63d9e4fd6c,4,2,0
76dedf8bef,1,2,1
928baa4e96,12,10,3
9393e7a724,5,4,0
93fa4a4ed4,3,1,1
ae91ad2b52,2,2,1
b335937e56,2,2,1
c3b0ea1ebf,1,2,1
e292fab9de,4,5,0
f4bc7c83af,5,5,0
00854af8b2,6,2,0
0be74302d9,5,6,0
19e4d559f9,5,2,0
3886309b04,2,2,1
5c33c1d672,2,1,1
6ed0a8a503,3,3,0
886713cac6,1,0,1
9dd36878bd,5,2,0
b4c99bb645,3,4,0
bdafebe893,2,2,1
f42e7abf7f,5,3,0
08a862b81c,5,3,0
1065ba78f4,2,2,1
1a5c753006,3,0,1
238e3f9dc8,2,1,1
31a75494a4,1,0,1
4fa95fc8c3,3,2,1
5272b7759a,2,2,1
5e7a49b7d5,1,0,1
68f37eb35b,5,3,0
6a7e4afa57,12,9,3
8a9f9e3f41,3,1,1
ac1bff7f94,2,1,1
c8c7973870,4,3,0
def93fc879,3,3,0
e1716dbd97,2,4,1
ec4ca40e06,5,4,0
122dca4e68,3,2,1
1d49efc040,4,3,0
23e7dfba73,4,3,0
25da85cdd0,2,1,1
34363d9667,1,0,1
35c90fdfd2,5,1,0
82587c6569,4,4,0
a7dc2baecd,7,11,3
c603865a54,1,3,1
db926cb6dd,4,0,0
ed9556e953,3,4,0
01ad9867f2,14,16,2
250d743585,3,2,1
391b250fc7,4,3,0
3937dce81b,5,10,0
39df6749f9,3,2,1
4fc1ce084c,7,3,0
7f82e70b72,5,5,0
9c77886fad,3,3,0
b3e4bd3562,8,10,3
b6721ba4bc,3,3,0
cbbb24f7a3,2,3,1
3a5d4aa2b0,1,3,1
40688e4e03,4,4,0
63953d4795,20,15,2
855129d4b0,11,10,3
949bddab1d,4,4,0
95fdd4da98,8,13,3
ab59d800e3,3,1,1
ad66464b05,6,2,0
af6f2ee241,2,5,1
cf3c78f60c,4,0,0
05fa4ab7c5,3,4,0
087bd09848,2,2,1
193a8e1367,7,5,3
40a7408136,2,1,1
5187e3862f,3,4,0
605e1a84dc,5,4,0
a0846472d9,1,0,1
aaa548ed5f,13,12,3
aaacb83625,3,3,0
bc736c99cb,3,2,1
c1770a6db5,2,1,1
caaad8f8dc,3,5,0
dc4d31e53d,3,5,0
def08c5c1e,2,1,1
f9e82c7579,9,7,3
11d3567cad,4,6,0
17be9196c9,5,0,0
21a3075043,2,1,1
230a17bfaa,3,2,1
2ce04fdc97,3,3,0
31215399d1,3,2,1
392b78f103,3,2,1
3ff02e67fa,4,2,0
4decd01e43,6,3,0
55f0b69aed,7,11,3
5aea0575cb,4,5,0
5b389f1f37,1,3,1
5fe7b72188,2,0,1
7a8575634d,2,1,1
955d63a671,3,3,0
a0640ea4ae,3,4,0
a0de28e7c6,2,5,1
b3231d37b7,4,4,0
bf0264450c,2,1,1
c7cffbf628,3,1,1
d7313128b0,5,2,0
e19f5fb6ef,2,1,1
f846ce5747,3,5,0
28f85437da,3,3,0
31183f3873,3,3,0
334f326f84,2,1,1
35aa463a92,9,8,3
382358c156,5,4,0
3859bd5893,3,2,1
638a6080d2,4,2,0
69f74a3030,10,14,3
8564439b58,3,3,0
900565cd84,5,6,0
91283be64d,7,8,3
94fbb9a8d1,2,3,1
c887818ebd,1,0,1
d23f6be72d,3,3,0
dd3b5119e3,4,4,0
f3d3306552,3,2,1
11a305e414,4,4,0
19042e5756,4,2,0
21897c4cd3,3,3,0
27df6c0d77,2,3,1
452ae749e6,2,2,1
576f229556,3,3,0
58a52818ab,6,11,3
59d12a42bc,7,4,0
5d69045ee8,2,1,1
7985960c81,2,8,0
c0abecd9bf,4,4,0
cb0c9e474d,4,2,0
cc5217ed1b,3,2,1
d10ac7fbc5,2,2,1
ec0cccf66e,2,10,0
ed4ab96d6f,6,2,0
eebce28649,5,2,0
04c20df440,3,6,0
450d492646,9,7,3
547da107dc,4,10,0
6909b13775,3,0,1
6ccdbed06f,9,9,3
6f5641fcfd,5,1,0
71cc9b2bcd,3,1,1
74d5b0a2c4,5,1,0
7533a509aa,2,1,1
768c58de1d,9,8,3
7cf206cee7,4,3,0
8404740749,7,6,3
851257558e,8,10,3
ab7b1d401a,4,3,0
ac07ff7e0e,2,3,1
bed5b29834,5,2,0
ccafd5a1ca,1,0,1
d33c92afda,3,3,0
dc45a9d17f,2,1,1
ea8b144966,3,0,1
fe12ea75bf,5,3,0
188f16fde4,6,1,0
2481762ee4,4,2,0
2ce7706909,8,8,3
4a1cfc36f6,4,6,0
593c228a59,5,1,0
6eb85a77c0,2,0,1
7321de5583,2,1,1
757381f7d2,3,3,0
85e78261dd,2,2,1
a932c4c037,8,5,3
be35fa08ae,4,4,0
c2292f1df6,3,0,1
c5ec239f20,3,3,0
ebbb815a45,2,3,1
f833116c24,2,12,0
3a436b9303,3,2,1
4018401eaf,3,1,1
597e595c81,3,2,1
5f8a89052f,7,3,0
892b6b0b91,2,14,0
e331fe75b1,3,1,1
e57597d21c,8,11,3
ebe344e1d0,7,5,3
0964c70270,4,4,0
0d127b85b5,2,0,1
52ebe4b56f,2,7,0
bd20adbdfb,2,1,1
bf925cdefa,12,14,3
e62bf759df,4,5,0
f3f5e0fce5,5,6,0
0cb441c9b1,1,2,1
1b7de4f844,3,3,0
1da7617d80,5,1,0
218beab191,3,1,1
22d63e4e4c,4,3,0
24e480cc7d,6,6,0
3242fdea65,4,9,0
46183c48ce,2,3,1
5fe2f8e133,2,1,1
754cb87847,4,2,0
9dae6dcd3d,3,10,0
ab8fcadb60,3,8,0
b3722e6ba9,3,4,0
cf0bd94b91,3,1,1
dac0ca462c,2,1,1
dd33b047c4,3,3,0
ec82695423,2,3,1
f94e064121,6,6,0
0a8e87ae9e,4,4,0
2f585b5b0f,6,6,0
2fca2236a3,2,2,1
4a98bb813f,4,3,0
4ce6f29501,2,1,1
5913d28e46,6,8,0
68870cb910,4,2,0
6ca18c4a32,2,0,1
78f9913ab4,6,4,0
7d703ad1f6,5,4,0
87449c1b2f,11,3,3
8c0b4a3e60,5,16,3
93a0c780ec,5,5,0
95457a237c,4,4,0
962241a942,2,2,1
a432ee4cf6,4,2,0
a77e871eb0,7,9,3
ba44860145,5,6,0
dccc922d45,8,13,3
e24c877627,2,5,1
e6fb62f553,3,3,0
eb4664b1ac,5,25,3
f8fb78e884,2,0,1
0d12cb419a,6,5,0
0ff79f9389,3,3,0
125e53e145,3,0,1
3584e0becd,4,2,0
554c57e1d2,6,6,0
561f8f3854,5,9,0
63bbf2de2c,1,0,1
651d2cfb0b,7,4,0
7ba79d701a,7,4,0
81d70271c0,5,4,0
84e91d3f46,5,0,0
91a7f1770f,4,2,0
91d4827334,5,2,0
9bf29b0e59,4,3,0
9e9a4b1462,4,6,0
a7d5f8f8ca,2,1,1
b955c88908,2,2,1
c110ae0b3d,7,3,0
c7fa3dc8f6,9,7,3
d352d84f22,8,13,3
d557fd11db,5,6,0
db250450d8,4,0,0
f11928c296,7,7,3
fb0bdc00ef,3,3,0
0316e100b7,5,5,0
06abd40257,8,10,3
104c06a8ff,4,4,0
13905d4987,2,1,1
1f6e119a27,3,0,1
249ba584d3,4,8,0
35c66e5022,3,5,0
36269ce6f1,4,7,0
4e25b361b0,2,1,1
79309f07a1,4,8,0
81da90cbf0,9,7,3
9b1939328d,2,2,1
a79da1272f,3,2,1
ad9a30a229,1,0,1
b2bddadbd3,5,5,0
b9e3c9899e,3,3,0
d31792b1cd,3,4,0
d7123e7c60,16,6,3
fc819bbce1,7,10,3
100eec028f,3,4,0
19828b9e9c,2,2,1
1ba661e1be,6,5,0
1d638c6a0e,7,6,3
2bd776cfee,2,2,1
3d18e3d52b,5,5,0
41c5d18118,3,10,0
4ae36c3f78,5,2,0
4c7572fe30,8,17,3
593f2e0219,3,0,1
6749fb2f06,1,11,0
8def6d519a,7,3,0
a703709dc3,3,0,1
a76995ca75,2,3,1
ae2f25d370,5,3,0
baa3c180e5,4,4,0
dae9ec6a47,4,7,0
ddd2b04e6f,2,2,1
e0aa5d86b9,3,1,1
e45a25b45b,3,1,1
ea4554a6c1,3,1,1
eaa57177e8,3,1,1
ecba48e5f3,8,8,3
0bd6698e24,7,3,0
171df97253,4,2,0
2fe79b5221,3,3,0
3c09e13f53,4,3,0
4018efdc91,4,4,0
42a3fd812c,6,5,0
578b2ad17d,3,4,0
60d3665936,3,3,0
64c79fce8a,8,11,3
64fac98016,4,1,0
6c38b398e0,3,3,0
7346f4509b,11,13,3
75d65d8811,3,1,1
7c0234fdde,3,3,0
82c82d4b26,4,4,0
88ecc10663,3,3,0
8a79bf4aa6,9,11,3
8c17d0b787,4,6,0
945bec9ca9,2,4,1
963811c105,3,0,1
a182eb0539,3,2,1
c12bdfbe28,6,2,0
dc5b110a3d,3,7,0
fd139fa241,1,0,1
32616f6edb,4,3,0
355e1cc235,1,2,1
3858922449,3,4,0
608013572d,7,3,0
874e9a4661,8,7,3
abd09e537a,3,1,1
ad7191550b,4,1,0
b1c2884a1a,6,6,0
d1222e9106,8,5,3
e04309189b,4,9,0
f50ce015b5,4,5,0
0c1807a567,4,4,0
1348a82c93,4,4,0
1420df2a55,8,6,3
2e2c0b92f3,7,6,3
30b949ffbf,5,7,0
37271e9556,3,0,1
4f8a74787a,1,0,1
5d1869b77b,4,1,0
61327c3c6c,16,27,2
676754f2ad,10,10,3
69be7769aa,13,12,3
721a6f94a6,2,3,1
7e1f0f0ffa,6,4,0
7f882a6771,5,9,0
9984335b39,7,7,3
a47c4fe299,7,7,3
b00e01b98e,4,2,0
bf66e09ae7,4,3,0
c67a9822eb,6,6,0
cad551ca49,5,7,0
cf46b73790,4,4,0
d21296f385,9,7,3
dcfd4f4367,3,1,1
f6eefe9553,2,0,1
f770b12c29,2,1,1
00d966effa,2,1,1
05a13e0509,2,4,1
06ad1199cc,8,14,3
08c65bdf54,2,1,1
0e46d9cd32,7,7,3
0f4619dcf4,14,8,3
151f18aefb,4,4,0
1972c4a8a3,7,10,3
1d98382a42,5,4,0
20bcb45065,8,9,3
27f570c28c,5,2,0
2a50099a77,4,5,0
2c4e2488ee,2,3,1
305039bfee,5,8,0
34afa46556,2,0,1
3e64f4a6e9,3,1,1
4cc779494e,1,0,1
4ea699dea4,5,3,0
4f565aedcf,11,8,3
556b5c90df,6,6,0
61c61064a2,2,0,1
7d076d137f,1,0,1
8b3e4919ea,2,2,1
8da500acbb,6,4,0
8dee0fd4fe,6,4,0
947817d998,2,0,1
9680aac96a,4,2,0
98349dd8d7,16,30,2
9904539511,2,1,1
9c52940ed7,4,10,0
9deb30f581,2,1,1
a65cb1112c,3,3,0
b51026692b,8,6,3
cad679e654,5,6,0
d2a826616e,6,9,3
dcdb4c5c5a,8,4,3
e5c4e82425,4,7,0
e700d0f47d,4,0,0
e8f84a14e8,5,4,0
ebf51158a1,10,3,3
ecae5f4620,1,0,1
ede2a3cc22,2,1,1
028ccf0afe,4,3,0
03330c5e27,1,4,1
0583ff9d66,4,3,0
05e95b2442,7,6,3
0d21c57b36,3,5,0
21720585f5,10,11,3
2506347606,3,4,0
26fa80f66e,24,32,2
2f02cc0ad8,1,4,1
327c84b511,10,11,3
3d73a0c810,6,5,0
41872f6ff2,5,3,0
57a5ef7d07,3,6,0
5e2cd7e477,3,2,1
5e852a8c15,4,2,0
5f957e8434,4,7,0
64dc6f7a9d,5,4,0
6d38083922,6,3,0
7035946f27,2,1,1
730b8daaff,18,24,2
76588ad5d8,6,14,3
7c7b622b92,10,15,3
7e0071a633,5,14,3
8555759f01,5,5,0
85e14983f6,9,10,3
872ce69ebd,2,0,1
8f08d5395a,5,9,0
908b243866,4,3,0
9ae64418bd,3,4,0
9b7899c1c6,2,2,1
a27e27988b,11,18,3
a34e843fcb,2,4,1
a581ec368e,4,2,0
aa2cd63b04,2,2,1
adaca9c03b,4,6,0
b39a0a2a6b,8,7,3
bbbd3b6f6f,6,5,0
c64dd88908,11,12,3
cd293943ef,4,6,0
dbdb3386d5,6,7,0
ef59f41b2f,6,8,0
f10bacf791,6,7,0
f8f66af0bb,2,0,1
fbe03af4b4,5,4,0
fd48d425ec,4,9,0
07a6c93ec8,6,0,0
1a29f75064,1,2,1
1b178d7662,17,26,2
546bd81780,4,3,0
7e72c6acf1,8,5,3
8e05296bad,5,0,0
8f50c4b72c,5,4,0
93e152bcb8,10,14,3
a2f4083908,2,1,1
afd82847ac,6,4,0
b4e7eb8705,15,10,3
bfb219ed20,3,0,1
eb8ffc45bd,10,14,3
ebc444bb4a,11,15,3
f20039bb97,9,8,3
f3654f56ca,13,16,2
f4b67ec841,7,13,3
0df875b8cf,2,0,1
111ad8eb28,2,8,0
11e20a337c,16,26,2
12c0c4c228,5,5,0
1608467007,10,8,3
223132e44e,3,3,0
2fb255fc89,7,18,3
3aa5674526,7,2,0
403f938edc,3,4,0
597b3c4a7d,1,5,1
668eee1b1c,3,4,0
6cd32be9df,10,14,3
72143c37a2,7,4,0
8bb94a3e22,5,3,0
917e031d0b,4,3,0
963518f63c,2,5,1
9a20580384,4,1,0
a0cc2843fb,3,1,1
aa2bc0beb7,7,9,3
b1246d20d1,14,14,3
bfe3aa76f1,6,5,0
d55700f124,1,2,1
d8a1d90430,11,9,3
dd6048c6d3,5,5,0
0a4662137e,5,15,3
110d85c077,10,1,3
12bbb9ec3f,5,2,0
12d30995b6,4,0,0
211eb8d7a8,7,6,3
3112dc57c5,2,3,1
51ffc39172,11,12,3
60d118731e,4,10,0
69f9cff8c4,4,4,0
815e6c221d,6,1,0
8b1974301e,4,2,0
8dcc42e742,9,11,3
9b7a8a3d8f,4,1,0
9b7e18419e,5,1,0
b049d1c8b4,7,5,3
b66567b45b,2,2,1
b78c27352d,6,9,3
c6a14aafd6,2,5,1
ecc068d155,12,13,3
f11fd892ac,25,12,2
fa9d66ed57,2,0,1
fc37b66871,3,6,0
ff088ea5b5,8,23,3
0077c28499,30,17,2
1085f43d71,4,1,0
1245c5b43f,2,1,1
1953a86b77,3,7,0
2a473a1927,11,10,3
2d3dc69489,3,2,1
2ded4e53a9,2,4,1
32878c2836,12,18,3
3705d6ba44,5,2,0
3ac4086ea3,7,7,3
3bbbd692b3,10,10,3
4256a54170,6,5,0
4414018838,10,10,3
475f02217a,4,12,3
5a2e3a2f70,3,3,0
5f4c755332,9,8,3
6211311eb1,4,2,0
6a2b924eaf,4,1,0
6c21dd68d1,13,6,3
75a8bb77e7,10,12,3
85ce09461f,2,3,1
8767468a52,5,4,0
9054b193cf,2,1,1
9ed2e55e97,7,11,3
b1212b1507,7,8,3
c8544a9100,4,5,0
e1657f81c9,3,4,0
e1e6bce330,1,7,1
e28bdabc1f,11,10,3
e8c25c6234,6,4,0
f4cb6d6d2e,2,2,1
f596d198fc,5,16,3
fe783758f8,13,10,3
0dd9515fda,3,3,0
11fd2b8ca6,7,12,3
18c2e24314,5,4,0
22b8a700ab,2,2,1
350e803e8b,5,6,0
3f53db6519,2,5,1
4a2e819769,3,0,1
4dcc2e38c4,1,2,1
51516e1f6e,7,8,3
593a6669e1,10,3,3
60049aa81f,6,6,0
6a4ff154e3,4,3,0
6c0978d3be,8,9,3
6dc4cb5934,2,0,1
7319145a1c,4,1,0
7bc6568348,5,6,0
7bda173029,10,3,3
81955c24bf,5,4,0
8759476d15,4,5,0
8862d563a4,5,0,0
8a3545d0f6,3,1,1
9a4048d71b,4,6,0
a6d699be4c,3,8,0
adfdc03acc,3,3,0
b0df1b3546,10,17,3
be790fb33f,19,28,2
c3eb7259ac,10,13,3
c7013da019,3,3,0
c8fbd96986,2,5,1
caea9c9e55,5,3,0
d78350680d,1,4,1
e378a40f31,4,8,0
e552d42dcf,11,12,3
e9bbeb4226,3,0,1
e9ff8c0857,4,2,0
f6669d8e19,12,12,3
0502fdfc90,6,6,0
061dc18a72,2,2,1
07eee74540,10,11,3
0ac937d578,3,1,1
0b04e36f7f,3,4,0
1222ba6b76,3,3,0
1a97003b8c,4,6,0
1c703d47f2,6,11,3
213314dc8a,7,4,0
2697f9b691,5,6,0
27eb8ccdf3,5,1,0
30ed099986,6,9,3
319c2cf685,4,8,0
33a244df2e,7,4,0
39ae4dd126,8,8,3
3a9884e5ba,3,6,0
4987446351,7,5,3
4d876986a9,3,5,0
53ff104b0a,15,18,2
5c9100afef,25,26,2
6244643279,8,12,3
692a5706e0,3,2,1
6d03df20bc,3,4,0
6dba490cee,2,2,1
6f3066cd59,6,12,3
70214dc9be,6,8,0
79e91bf66b,4,0,0
7b1ac9cd35,7,11,3
81d3a64022,9,7,3
8644638ac9,3,2,1
98668c91d9,6,9,3
9cee92fa6e,14,22,2
9d61a2b6f5,3,3,0
9da1fa8416,14,24,2
a5a0cbde1d,4,5,0
a6d1658d81,2,6,0
a898531758,7,8,3
ac36fb4653,5,3,0
b599feaf65,6,14,3
b7396dff27,10,14,3
ba952122ef,6,4,0
be810296f1,11,11,3
c2d4cb12ff,3,3,0
c4d56f2935,8,9,3
cf45403bce,3,2,1
d47d0cfcf3,2,7,0
d6d23d2c06,9,9,3
d82684ab2c,17,11,2
dc83a19801,4,5,0
de4a4c4c6f,20,28,2
f5b3f78ae9,6,7,0
fa2e2315e8,12,9,3
fc581d7622,2,1,1
016be53405,8,7,3
021ec82eb8,7,6,3
029fbb1d44,14,40,2
039885fcd6,6,7,0
06a1aa94cd,10,8,3
096d1c52da,3,2,1
0d5b5f23b9,2,1,1
0e0a14df9f,2,2,1
115091a268,17,31,2
122dfb06e7,3,6,0
146ae942b4,15,9,3
14e4c86047,4,3,0
30aed9716a,3,2,1
333ea286d5,2,5,1
34043005f5,4,6,0
35857fe463,8,13,3
35ea82f69c,3,4,0
363ea64d78,13,16,2
3d0421467f,3,0,1
3d4870489e,6,3,0
41502ec9c1,7,9,3
4a973fe7df,13,24,2
4c1291c093,4,7,0
4d9f944fc6,3,4,0
5628ad8f54,5,1,0
5e173df06e,15,18,2
5efed613ec,4,5,0
5f34c78aac,5,6,0
62964b2708,10,6,3
68a63c7c9d,3,2,1
696fe8f1bf,1,0,1
6b065bbf84,3,9,0
71f7f10cd0,5,2,0
7361f364f4,10,5,3
7a7415e26a,5,7,0
7b71ce5050,3,3,0
7c49647811,9,5,3
8276b955ee,4,4,0
82c72ee61f,4,4,0
8723e7a9dc,9,12,3
87d117e590,7,0,0
888b8034cb,3,2,1
8fb70dca2f,8,8,3
9c780a61fc,13,9,3
9d7055d7ef,5,5,0
9ee4ca6bcc,7,6,3
a437eefaa8,7,5,3
aafd8d050c,5,6,0
acd0b6d057,11,18,3
ae055b9995,7,7,3
